Soil Type,Temperature,Rainfall,Suitable Crop Pairs
Temperate,19.13,715.6,Apple + Clover
Temperate,11.72,711.96,Barley + Peas
Temperate,13.99,930.23,Rye + Vetch
Temperate,18.94,1119.65,Rye + Vetch
Temperate,8.25,1009.44,Broccoli + Spinach
Temperate,10.09,772.81,Broccoli + Spinach
Temperate,22.72,728.89,Rye + Vetch
Temperate,11.99,684.16,Rye + Vetch
Temperate,20.97,1072.28,Rye + Vetch
Temperate,7.32,1112.07,Rye + Vetch
Temperate,6.54,988.02,Rye + Vetch
Temperate,8.46,643.78,Barley + Peas
Temperate,14.5,1059.82,Broccoli + Spinach
Temperate,20.34,890.54,Barley + Peas
Temperate,12.8,532.01,Rye + Vetch
Temperate,7.94,891.89,Barley + Peas
Temperate,8.48,848.86,Barley + Peas
Temperate,11.15,905.02,Broccoli + Spinach
Temperate,17.29,628.4,Rye + Vetch
Temperate,19.15,845.72,Barley + Peas
Temperate,21.59,1190.86,Broccoli + Spinach
Temperate,20.32,847.52,Apple + Clover
Temperate,21.8,528.31,Barley + Peas
Temperate,22.74,1005.82,Broccoli + Spinach
Temperate,6.22,690.6,Barley + Peas
Temperate,14.32,730.03,Rye + Vetch
Temperate,15.1,813.52,Broccoli + Spinach
Temperate,17.22,708.91,Broccoli + Spinach
Temperate,23.38,712.62,Apple + Clover
Temperate,12.52,527.31,Rye + Vetch
Temperate,7.61,723.61,Broccoli + Spinach
Temperate,24.99,1135.08,Rye + Vetch
Temperate,21.79,1112.13,Apple + Clover
Temperate,20.06,641.2,Apple + Clover
Temperate,6.48,586.9,Apple + Clover
Temperate,11.94,926.58,Apple + Clover
Temperate,24.25,618.6,Rye + Vetch
Temperate,5.25,782.92,Barley + Peas
Temperate,11.16,1145.23,Barley + Peas
Temperate,15.03,837,Broccoli + Spinach
Temperate,16.91,1014.01,Broccoli + Spinach
Temperate,7.02,1106.73,Apple + Clover
Temperate,12.65,1123.71,Broccoli + Spinach
Temperate,9.88,1120.89,Apple + Clover
Temperate,14.48,1115.83,Barley + Peas
Temperate,21.47,1159.21,Barley + Peas
Temperate,11.03,587.73,Barley + Peas
Temperate,13.92,1038.22,Barley + Peas
Temperate,7.26,907.5,Barley + Peas
Temperate,24.04,948.92,Rye + Vetch
Temperate,11.57,1164.72,Broccoli + Spinach
Temperate,10.91,1067.91,Barley + Peas
Temperate,13.19,952.96,Rye + Vetch
Temperate,23.43,643.41,Rye + Vetch
Temperate,11.36,851.18,Barley + Peas
Temperate,11.58,553.56,Apple + Clover
Temperate,5.66,905.47,Broccoli + Spinach
Temperate,12.59,773.16,Rye + Vetch
Temperate,24.68,1006.64,Rye + Vetch
Temperate,12.32,1102.07,Rye + Vetch
Temperate,23.2,610.31,Rye + Vetch
Temperate,5.12,994.7,Broccoli + Spinach
Temperate,15.64,1079.93,Rye + Vetch
Temperate,12.58,617.76,Broccoli + Spinach
Temperate,7.06,1080.11,Apple + Clover
Temperate,9.27,631.46,Apple + Clover
Temperate,13.63,849.4,Barley + Peas
Temperate,6.42,887.36,Rye + Vetch
Temperate,13.55,1117.23,Broccoli + Spinach
Temperate,7.04,1071.9,Barley + Peas
Temperate,23.59,649.29,Rye + Vetch
Temperate,14.44,950.07,Broccoli + Spinach
Temperate,18.09,709.93,Rye + Vetch
Temperate,10.35,592.8,Rye + Vetch
Temperate,23.65,799.91,Rye + Vetch
Temperate,20.15,952.06,Apple + Clover
Temperate,22.06,1099.05,Barley + Peas
Temperate,21.94,913.01,Apple + Clover
Temperate,13.17,1029.82,Broccoli + Spinach
Temperate,21.87,1079.05,Barley + Peas
Temperate,22.57,581.08,Rye + Vetch
Temperate,19.68,869.79,Apple + Clover
Temperate,14.95,700.66,Broccoli + Spinach
Temperate,6.54,634.97,Apple + Clover
Temperate,21.52,522.2,Barley + Peas
Temperate,20.5,859.56,Broccoli + Spinach
Temperate,19.43,1014.74,Rye + Vetch
Temperate,9.94,549.45,Broccoli + Spinach
Temperate,13.53,566.03,Rye + Vetch
Temperate,16.47,1032.26,Apple + Clover
Temperate,6.31,816.94,Apple + Clover
Temperate,23.22,656.6,Rye + Vetch
Temperate,23.92,527.94,Rye + Vetch
Temperate,7.36,907.41,Barley + Peas
Temperate,21.21,729.96,Apple + Clover
Temperate,14.56,616.87,Broccoli + Spinach
Temperate,13.91,877.84,Barley + Peas
Temperate,6.32,822.02,Rye + Vetch
Temperate,19.32,918.75,Rye + Vetch
Temperate,24.96,507.11,Apple + Clover
Temperate,14.9,500.13,Barley + Peas
Temperate,12.78,629.72,Apple + Clover
Temperate,12.09,899.63,Broccoli + Spinach
Temperate,14.53,652.23,Barley + Peas
Temperate,24.5,1103.65,Broccoli + Spinach
Temperate,9.69,1084.96,Broccoli + Spinach
Temperate,21.65,504.85,Rye + Vetch
Temperate,13.82,503.69,Apple + Clover
Temperate,17.36,910.82,Rye + Vetch
Temperate,11.28,700.95,Apple + Clover
Temperate,12.1,547.98,Barley + Peas
Temperate,14.58,685.68,Broccoli + Spinach
Temperate,13.29,753.78,Apple + Clover
Temperate,21.43,689.27,Broccoli + Spinach
Temperate,9.75,1029.96,Barley + Peas
Temperate,10.34,948.7,Apple + Clover
Temperate,11.95,876.64,Rye + Vetch
Temperate,11.61,1109.18,Broccoli + Spinach
Temperate,23.03,737.49,Broccoli + Spinach
Temperate,9.79,1171.41,Barley + Peas
Temperate,18.76,999.42,Barley + Peas
Temperate,14.14,698.27,Broccoli + Spinach
Temperate,20.12,1057.76,Apple + Clover
Temperate,8.41,553.29,Rye + Vetch
Temperate,12.46,1072.89,Broccoli + Spinach
Temperate,22.37,1160.62,Barley + Peas
Temperate,12.1,656.64,Barley + Peas
Temperate,8.73,1008.95,Apple + Clover
Temperate,17.79,1195.82,Broccoli + Spinach
Temperate,20.63,733.02,Barley + Peas
Temperate,23.53,520.46,Apple + Clover
Temperate,9.99,899.01,Rye + Vetch
Temperate,14.66,500.83,Apple + Clover
Temperate,19.74,1073.84,Rye + Vetch
Temperate,19.59,828.89,Rye + Vetch
Temperate,13.94,775.56,Barley + Peas
Temperate,11.52,626.54,Rye + Vetch
Temperate,21.28,1021.38,Barley + Peas
Temperate,13.24,613.46,Broccoli + Spinach
Temperate,13.17,709.43,Rye + Vetch
Temperate,17.84,1191.79,Apple + Clover
Temperate,14.36,659,Apple + Clover
Temperate,6.39,1084.74,Rye + Vetch
Temperate,12.24,962.8,Broccoli + Spinach
Temperate,18,1119.07,Barley + Peas
Temperate,22.06,748.87,Broccoli + Spinach
Temperate,8.15,889.73,Barley + Peas
Temperate,24.1,757.88,Barley + Peas
Temperate,14.54,657.13,Barley + Peas
Temperate,22.25,695.72,Broccoli + Spinach
Temperate,19.45,547.53,Broccoli + Spinach
Temperate,18.21,671.31,Barley + Peas
Temperate,24.25,548.28,Broccoli + Spinach
Temperate,7.19,957.25,Apple + Clover
Temperate,17.4,1155.7,Barley + Peas
Temperate,23.26,1170.64,Barley + Peas
Temperate,7.79,997.38,Broccoli + Spinach
Temperate,15.34,684.94,Rye + Vetch
Temperate,18.93,1007.18,Barley + Peas
Temperate,7.41,628.27,Apple + Clover
Temperate,11.39,923.02,Barley + Peas
Temperate,17.18,766.01,Rye + Vetch
Temperate,24.18,621.24,Broccoli + Spinach
Temperate,22.88,925.79,Apple + Clover
Temperate,24.84,755.93,Barley + Peas
Temperate,18.4,1092.55,Broccoli + Spinach
Temperate,5.2,555.23,Apple + Clover
Temperate,7.66,1079.79,Apple + Clover
Temperate,10.32,549.81,Apple + Clover
Temperate,6.16,1137.18,Rye + Vetch
Temperate,11.18,614.69,Barley + Peas
Temperate,24.66,715.56,Broccoli + Spinach
Temperate,7.01,892.23,Barley + Peas
Temperate,5.34,718.04,Apple + Clover
Temperate,5.15,539.88,Apple + Clover
Temperate,14.58,1103.34,Broccoli + Spinach
Temperate,11.37,619.74,Barley + Peas
Temperate,24.32,767.83,Rye + Vetch
Temperate,5.64,1062.72,Apple + Clover
Temperate,22.67,707.85,Apple + Clover
Temperate,23.96,967.9,Broccoli + Spinach
Temperate,10.32,1103.77,Barley + Peas
Temperate,14.49,774.73,Rye + Vetch
Temperate,9.07,706.49,Apple + Clover
Temperate,10.04,550.13,Apple + Clover
Temperate,14.1,518.83,Rye + Vetch
Temperate,13.81,1023.92,Broccoli + Spinach
Temperate,22.46,1177.88,Rye + Vetch
Temperate,23.79,694.23,Barley + Peas
Temperate,18.87,1016.55,Rye + Vetch
Temperate,14.32,982.93,Rye + Vetch
Temperate,11.1,965.8,Apple + Clover
Temperate,19.22,1066.22,Broccoli + Spinach
Temperate,19.35,1193.53,Broccoli + Spinach
Temperate,8.94,1049.8,Apple + Clover
Temperate,23.86,1132.24,Rye + Vetch
Temperate,10.96,706.1,Broccoli + Spinach
Temperate,18.08,857.7,Rye + Vetch
Temperate,16.25,968.94,Barley + Peas
Temperate,21.78,1002.8,Apple + Clover
Temperate,17.07,881.21,Apple + Clover
Temperate,24.54,558.3,Rye + Vetch
Temperate,24.5,786.41,Apple + Clover
Temperate,9.36,891.99,Barley + Peas
Temperate,20.93,622.59,Barley + Peas
Temperate,14.31,839.67,Rye + Vetch
Temperate,16.01,1156.66,Barley + Peas
Temperate,19.16,832.96,Broccoli + Spinach
Temperate,23.3,698.48,Barley + Peas
Temperate,24.04,1007.81,Rye + Vetch
Temperate,21.45,1137.35,Rye + Vetch
Temperate,15.61,756.79,Apple + Clover
Temperate,14.71,630.34,Broccoli + Spinach
Temperate,13.38,834.71,Broccoli + Spinach
Temperate,19.93,573.27,Apple + Clover
Temperate,5.28,823.5,Broccoli + Spinach
Temperate,22.18,838.77,Broccoli + Spinach
Temperate,24.32,832.01,Barley + Peas
Temperate,7.08,1105.33,Rye + Vetch
Temperate,5.07,595.54,Rye + Vetch
Temperate,8.89,557.72,Barley + Peas
Temperate,22.7,787.92,Barley + Peas
Temperate,19.04,915.77,Apple + Clover
Temperate,10.65,943.14,Apple + Clover
Temperate,23.35,1021.57,Rye + Vetch
Temperate,18.89,1129.25,Rye + Vetch
Temperate,19.64,817.4,Rye + Vetch
Temperate,16.37,718.89,Rye + Vetch
Temperate,12.51,743.5,Barley + Peas
Temperate,21.88,927.33,Apple + Clover
Temperate,9.32,569.08,Apple + Clover
Temperate,5.58,605.74,Barley + Peas
Temperate,22.74,1126.31,Apple + Clover
Temperate,8.85,1129.62,Apple + Clover
Temperate,18.54,1052.32,Broccoli + Spinach
Temperate,7.26,567.82,Broccoli + Spinach
Temperate,18.37,1010.47,Broccoli + Spinach
Temperate,17.14,958.01,Broccoli + Spinach
Temperate,10.59,991.37,Apple + Clover
Temperate,10.46,559.93,Rye + Vetch
Temperate,20.74,1051.67,Rye + Vetch
Temperate,12.84,1105.23,Broccoli + Spinach
Temperate,10.32,907.2,Rye + Vetch
Temperate,19.19,880.71,Broccoli + Spinach
Temperate,6.48,593.83,Barley + Peas
Temperate,19.29,644.79,Broccoli + Spinach
Temperate,15.42,654.5,Rye + Vetch
Temperate,16.99,1142.03,Barley + Peas
Temperate,17.9,959.28,Broccoli + Spinach
Temperate,21.72,801.89,Broccoli + Spinach
Temperate,17.07,800,Barley + Peas
Temperate,18.24,647.94,Barley + Peas
Temperate,14.22,1049.13,Rye + Vetch
Temperate,6.53,1188.03,Apple + Clover
Temperate,8.16,961.03,Barley + Peas
Temperate,22.69,504.67,Barley + Peas
Temperate,14.17,996.2,Rye + Vetch
Temperate,13.24,1055.21,Apple + Clover
Temperate,10.18,863.88,Apple + Clover
Temperate,11.65,899.5,Apple + Clover
Temperate,24.34,786.34,Rye + Vetch
Temperate,16.93,743.66,Rye + Vetch
Temperate,24.94,1025.68,Apple + Clover
Temperate,19.35,535.18,Apple + Clover
Temperate,5.48,1180.9,Apple + Clover
Temperate,21.08,713.77,Broccoli + Spinach
Temperate,23.47,664,Rye + Vetch
Temperate,13.23,1001.27,Rye + Vetch
Temperate,17.97,1042.95,Broccoli + Spinach
Temperate,21.57,688.53,Broccoli + Spinach
Temperate,11.01,1153.83,Rye + Vetch
Temperate,23.06,547.81,Apple + Clover
Temperate,24.14,1116.96,Barley + Peas
Temperate,6.13,505.91,Rye + Vetch
Temperate,11.19,1026.28,Broccoli + Spinach
Temperate,5.49,968.1,Barley + Peas
Temperate,24.38,836.04,Rye + Vetch
Temperate,23.82,663.19,Rye + Vetch
Temperate,17.21,688.69,Broccoli + Spinach
Temperate,20.29,872.88,Rye + Vetch
Temperate,18.6,737.74,Barley + Peas
Temperate,6.35,706.18,Broccoli + Spinach
Temperate,14.25,761.39,Broccoli + Spinach
Temperate,14.63,735.25,Broccoli + Spinach
Temperate,10.26,631.88,Rye + Vetch
Temperate,5.52,720.82,Rye + Vetch
Temperate,9.46,1157.55,Apple + Clover
Temperate,11.33,571.15,Apple + Clover
Temperate,23.84,747.79,Rye + Vetch
Temperate,24.04,857.61,Barley + Peas
Temperate,20.08,1025.94,Apple + Clover
Temperate,24.87,658.85,Apple + Clover
Temperate,20,913.96,Barley + Peas
Temperate,22.4,617.82,Rye + Vetch
Temperate,11.52,865.17,Apple + Clover
Temperate,5.7,776.61,Barley + Peas
Temperate,11.59,518.76,Barley + Peas
Temperate,24.77,718.93,Apple + Clover
Temperate,7.98,707.82,Apple + Clover
Temperate,11.9,755.97,Broccoli + Spinach
Temperate,8.98,607.46,Barley + Peas
Temperate,12.68,909.93,Broccoli + Spinach
Temperate,10.95,1100.44,Broccoli + Spinach
Temperate,9.43,908.74,Apple + Clover
Temperate,9.09,708.98,Broccoli + Spinach
Temperate,9.16,1135.31,Rye + Vetch
Temperate,15.01,1142.15,Broccoli + Spinach
Temperate,19.37,1104.43,Barley + Peas
Temperate,10.81,908.45,Barley + Peas
Temperate,9.85,1190.45,Rye + Vetch
Temperate,15.5,746.79,Broccoli + Spinach
Temperate,13.61,539.92,Rye + Vetch
Temperate,12.22,892.47,Apple + Clover
Temperate,12.17,805.74,Apple + Clover
Temperate,16.84,734.77,Barley + Peas
Temperate,13.57,516.58,Barley + Peas
Temperate,5.06,715.19,Broccoli + Spinach
Temperate,19.64,1167.83,Apple + Clover
Temperate,10.73,898.31,Apple + Clover
Temperate,16.52,810.77,Rye + Vetch
Temperate,16.64,931.36,Apple + Clover
Temperate,7.63,993.81,Broccoli + Spinach
Temperate,20.36,1065.04,Rye + Vetch
Temperate,17.15,1178.7,Apple + Clover
Temperate,23.28,778.63,Barley + Peas
Temperate,22.14,1008.53,Barley + Peas
Temperate,6.03,1051.67,Broccoli + Spinach
Temperate,16.27,925.47,Apple + Clover
Temperate,23.86,626.2,Barley + Peas
Temperate,13.83,609.09,Barley + Peas
Temperate,9.58,980,Barley + Peas
Temperate,16.31,1049.69,Apple + Clover
Temperate,12.98,806.35,Rye + Vetch
Temperate,13.75,1127.77,Barley + Peas
Temperate,23.75,602.05,Barley + Peas
Temperate,12.91,877,Barley + Peas
Temperate,20.13,506.77,Barley + Peas
Temperate,12.55,1096.68,Rye + Vetch
Temperate,9.23,892.95,Barley + Peas
Temperate,22.37,764.27,Apple + Clover
Temperate,13.81,1151.48,Barley + Peas
Temperate,9.01,664.6,Rye + Vetch
Temperate,19.88,1190.48,Rye + Vetch
Temperate,7.01,664.2,Rye + Vetch
Temperate,17.33,1143.02,Barley + Peas
Temperate,5.33,527.08,Broccoli + Spinach
Arid,38.02,270.95,Cactus + Legumes
Arid,36.96,358.68,Millet + Sorghum
Arid,35.28,105.13,Date Palm + Olive
Arid,36.06,178.91,Cactus + Legumes
Arid,34.49,147.95,Date Palm + Olive
Arid,43.44,185.48,Millet + Sorghum
Arid,41.26,112.21,Quinoa + Amaranth
Arid,41.96,213.33,Cactus + Legumes
Arid,39.03,324.66,Cactus + Legumes
Arid,41.24,195.2,Date Palm + Olive
Arid,44.43,149.95,Date Palm + Olive
Arid,37.63,357.11,Date Palm + Olive
Arid,32.96,137.87,Quinoa + Amaranth
Arid,30.74,189.02,Cactus + Legumes
Arid,36.26,218.38,Cactus + Legumes
Arid,37.99,254.11,Date Palm + Olive
Arid,39.55,257.41,Quinoa + Amaranth
Arid,39.09,262.8,Cactus + Legumes
Arid,40.38,220.88,Date Palm + Olive
Arid,33.21,371.21,Quinoa + Amaranth
Arid,39.95,334.6,Millet + Sorghum
Arid,37.55,242.31,Date Palm + Olive
Arid,31.95,144.41,Millet + Sorghum
Arid,37.58,370.45,Cactus + Legumes
Arid,38.61,316.45,Cactus + Legumes
Arid,37.22,117.6,Date Palm + Olive
Arid,39.72,280.18,Quinoa + Amaranth
Arid,44.26,366.88,Cactus + Legumes
Arid,35.32,390.25,Millet + Sorghum
Arid,43.43,211.03,Millet + Sorghum
Arid,36.87,166.95,Quinoa + Amaranth
Arid,37.04,116.74,Quinoa + Amaranth
Arid,30.12,399.34,Date Palm + Olive
Arid,33.28,154.37,Millet + Sorghum
Arid,33.64,113.25,Cactus + Legumes
Arid,30.86,196.62,Millet + Sorghum
Arid,37.24,181.35,Cactus + Legumes
Arid,32.99,117.25,Quinoa + Amaranth
Arid,41.41,105.97,Cactus + Legumes
Arid,31.53,101.11,Date Palm + Olive
Arid,36.85,146.86,Cactus + Legumes
Arid,36.72,239.36,Quinoa + Amaranth
Arid,35.16,168.24,Date Palm + Olive
Arid,33.53,325.19,Millet + Sorghum
Arid,31.61,327.9,Cactus + Legumes
Arid,40.22,386.46,Date Palm + Olive
Arid,39.01,358.38,Cactus + Legumes
Arid,42.16,118.04,Quinoa + Amaranth
Arid,40.81,359.01,Millet + Sorghum
Arid,30.67,362.89,Millet + Sorghum
Arid,42.24,267.64,Cactus + Legumes
Arid,35.13,315.78,Millet + Sorghum
Arid,32.71,296.63,Millet + Sorghum
Arid,41.6,339.4,Millet + Sorghum
Arid,44.78,387.31,Quinoa + Amaranth
Arid,39.7,138.55,Cactus + Legumes
Arid,39.19,298.65,Cactus + Legumes
Arid,43.13,324.58,Quinoa + Amaranth
Arid,30.16,331.47,Cactus + Legumes
Arid,43.37,110.57,Millet + Sorghum
Arid,36.95,195.57,Cactus + Legumes
Arid,33.45,220,Quinoa + Amaranth
Arid,35.73,177.66,Cactus + Legumes
Arid,34.9,117.67,Quinoa + Amaranth
Arid,32.35,115.08,Quinoa + Amaranth
Arid,38.38,107.67,Millet + Sorghum
Arid,43.87,251.99,Cactus + Legumes
Arid,43.88,111.45,Quinoa + Amaranth
Arid,37.31,223.56,Date Palm + Olive
Arid,30.54,199.74,Millet + Sorghum
Arid,30.02,267.17,Millet + Sorghum
Arid,42.07,257.98,Quinoa + Amaranth
Arid,44.04,325.46,Millet + Sorghum
Arid,32.47,185.31,Cactus + Legumes
Arid,35.63,285.34,Cactus + Legumes
Arid,37.66,378.51,Quinoa + Amaranth
Arid,41.06,273.59,Cactus + Legumes
Arid,31.32,172.64,Quinoa + Amaranth
Arid,30.2,327.88,Cactus + Legumes
Arid,43.96,121.28,Date Palm + Olive
Arid,38.35,235.95,Cactus + Legumes
Arid,43.37,258.67,Cactus + Legumes
Arid,41.26,143.15,Millet + Sorghum
Arid,44.65,377.83,Cactus + Legumes
Arid,40.03,195.9,Date Palm + Olive
Arid,37.62,224.32,Date Palm + Olive
Arid,31.75,167.66,Date Palm + Olive
Arid,32.7,276.83,Cactus + Legumes
Arid,41.33,222.69,Millet + Sorghum
Arid,37.58,185.94,Date Palm + Olive
Arid,34.71,385.44,Millet + Sorghum
Arid,34.93,320.39,Date Palm + Olive
Arid,35.23,389.16,Cactus + Legumes
Arid,40.6,346.61,Quinoa + Amaranth
Arid,39.53,102.68,Date Palm + Olive
Arid,39.79,255.48,Millet + Sorghum
Arid,39.47,210.53,Quinoa + Amaranth
Arid,43.41,118.09,Millet + Sorghum
Arid,37.69,316.31,Date Palm + Olive
Arid,44.34,291.75,Millet + Sorghum
Arid,37.96,371.73,Millet + Sorghum
Arid,40.05,160.32,Quinoa + Amaranth
Arid,41.66,116.1,Millet + Sorghum
Arid,41.47,209.84,Quinoa + Amaranth
Arid,38.18,234.2,Millet + Sorghum
Arid,33.34,170.44,Cactus + Legumes
Arid,41.16,354.78,Date Palm + Olive
Arid,43.79,114.74,Cactus + Legumes
Arid,36.54,317.41,Quinoa + Amaranth
Arid,34.93,329.26,Date Palm + Olive
Arid,30.1,229.41,Quinoa + Amaranth
Arid,39.05,354.82,Date Palm + Olive
Arid,36.99,182.07,Cactus + Legumes
Arid,35.54,313.07,Millet + Sorghum
Arid,33.73,314.83,Quinoa + Amaranth
Arid,43.13,363.75,Cactus + Legumes
Arid,41.14,126.26,Cactus + Legumes
Arid,43.67,112.25,Millet + Sorghum
Arid,40.97,151.34,Date Palm + Olive
Arid,41.4,263.08,Quinoa + Amaranth
Arid,30.03,351.76,Date Palm + Olive
Arid,30.93,317.22,Millet + Sorghum
Arid,30.89,301.39,Cactus + Legumes
Arid,33.61,172.58,Date Palm + Olive
Arid,43.85,173.8,Date Palm + Olive
Arid,30.79,136.37,Millet + Sorghum
Arid,38.57,295.9,Millet + Sorghum
Arid,32.85,188.96,Millet + Sorghum
Arid,31.1,113.43,Quinoa + Amaranth
Arid,38.13,192.21,Cactus + Legumes
Arid,43.88,361.96,Cactus + Legumes
Arid,31.4,320.96,Date Palm + Olive
Arid,42.93,162.58,Millet + Sorghum
Arid,38.89,117.14,Millet + Sorghum
Arid,32.34,248.5,Cactus + Legumes
Arid,44.32,359.76,Millet + Sorghum
Arid,39.5,116.06,Cactus + Legumes
Arid,35.22,212.64,Millet + Sorghum
Arid,39.68,238.31,Date Palm + Olive
Arid,36.33,342.91,Millet + Sorghum
Arid,36.87,121.1,Millet + Sorghum
Arid,39.38,198.55,Quinoa + Amaranth
Arid,31.84,273.33,Date Palm + Olive
Arid,30.44,376.98,Cactus + Legumes
Arid,30.65,386.21,Millet + Sorghum
Arid,33.28,204.85,Quinoa + Amaranth
Arid,37.91,174.89,Quinoa + Amaranth
Arid,35.75,246.36,Date Palm + Olive
Arid,41.38,236.84,Cactus + Legumes
Arid,30.48,131.78,Millet + Sorghum
Arid,33.65,129.29,Cactus + Legumes
Arid,43.45,251.93,Date Palm + Olive
Arid,34.36,187.08,Millet + Sorghum
Arid,33.23,375.3,Date Palm + Olive
Arid,43.79,391.77,Millet + Sorghum
Arid,34.72,123.42,Date Palm + Olive
Arid,32.27,275.56,Cactus + Legumes
Arid,44.97,244.97,Date Palm + Olive
Arid,39.28,196.58,Millet + Sorghum
Arid,30.86,190.66,Quinoa + Amaranth
Arid,44.48,238.44,Millet + Sorghum
Arid,34.87,102.78,Cactus + Legumes
Arid,35.4,178.63,Quinoa + Amaranth
Arid,33.71,328.14,Millet + Sorghum
Arid,43.35,395.52,Cactus + Legumes
Arid,30.71,323.36,Cactus + Legumes
Arid,43.34,272.41,Cactus + Legumes
Arid,41.88,184.47,Millet + Sorghum
Arid,34.46,387.46,Date Palm + Olive
Arid,30.71,221.84,Quinoa + Amaranth
Arid,33.13,387.61,Millet + Sorghum
Arid,37.85,318.04,Quinoa + Amaranth
Arid,40.45,136.4,Cactus + Legumes
Arid,40.32,357.23,Cactus + Legumes
Arid,31.1,377.01,Millet + Sorghum
Arid,37.56,138.18,Millet + Sorghum
Arid,36.87,393.67,Quinoa + Amaranth
Arid,41.7,240.61,Quinoa + Amaranth
Arid,32.3,224.51,Date Palm + Olive
Arid,38.54,292.33,Quinoa + Amaranth
Arid,42.89,392.43,Date Palm + Olive
Arid,40.38,396.96,Cactus + Legumes
Arid,34.76,189.8,Date Palm + Olive
Arid,34.32,148.66,Millet + Sorghum
Arid,42.25,370.63,Cactus + Legumes
Arid,42.64,263.47,Quinoa + Amaranth
Arid,43.38,315.45,Quinoa + Amaranth
Arid,36.1,344.09,Date Palm + Olive
Arid,35.63,214.36,Date Palm + Olive
Arid,37.53,286.33,Quinoa + Amaranth
Arid,42.95,318.91,Date Palm + Olive
Arid,33.65,398.07,Date Palm + Olive
Arid,40.02,282.29,Date Palm + Olive
Arid,36.4,324.45,Quinoa + Amaranth
Arid,35.06,290.99,Cactus + Legumes
Arid,44.17,148.59,Quinoa + Amaranth
Arid,37.21,387.07,Quinoa + Amaranth
Arid,33.11,197.12,Quinoa + Amaranth
Arid,39.07,222.97,Date Palm + Olive
Arid,43.47,147.22,Quinoa + Amaranth
Arid,35.67,123.23,Cactus + Legumes
Arid,42.86,318.78,Millet + Sorghum
Arid,38.95,141.11,Quinoa + Amaranth
Arid,30.17,385.8,Millet + Sorghum
Arid,41.3,374.54,Millet + Sorghum
Arid,40.9,107.19,Quinoa + Amaranth
Arid,42.89,250.02,Date Palm + Olive
Arid,31.38,321.62,Quinoa + Amaranth
Arid,44.14,388.74,Millet + Sorghum
Arid,34.17,120.22,Cactus + Legumes
Arid,43.36,337.5,Cactus + Legumes
Arid,35.09,199.07,Cactus + Legumes
Arid,32.66,390.02,Millet + Sorghum
Arid,33.06,271.84,Millet + Sorghum
Arid,34.13,107.32,Cactus + Legumes
Arid,36.95,128.84,Cactus + Legumes
Arid,35.92,151.9,Millet + Sorghum
Arid,35.43,154.95,Millet + Sorghum
Arid,40.17,393.95,Cactus + Legumes
Arid,38.14,177.87,Cactus + Legumes
Arid,36.89,235.1,Millet + Sorghum
Arid,37.51,168.03,Date Palm + Olive
Arid,35.05,395.48,Millet + Sorghum
Arid,36.97,249.14,Millet + Sorghum
Arid,41.73,127.56,Cactus + Legumes
Arid,38.16,138.84,Cactus + Legumes
Arid,38.83,131.31,Cactus + Legumes
Arid,30.65,289.18,Cactus + Legumes
Arid,41.04,182.27,Date Palm + Olive
Arid,30.6,398.61,Quinoa + Amaranth
Arid,39.7,340.91,Cactus + Legumes
Arid,30.17,142.9,Quinoa + Amaranth
Arid,34.89,239.32,Quinoa + Amaranth
Arid,38.25,103.78,Date Palm + Olive
Arid,35.11,259.35,Date Palm + Olive
Arid,31.75,252.74,Cactus + Legumes
Arid,40.76,199.39,Date Palm + Olive
Arid,32.94,238.58,Quinoa + Amaranth
Arid,35.37,163.35,Cactus + Legumes
Arid,42.07,203.4,Cactus + Legumes
Arid,34.77,280.95,Date Palm + Olive
Arid,44.33,109.57,Cactus + Legumes
Arid,42.18,217.9,Date Palm + Olive
Arid,44.19,334.82,Cactus + Legumes
Arid,36.64,240.92,Date Palm + Olive
Arid,36.82,219.09,Cactus + Legumes
Arid,36.75,164.44,Cactus + Legumes
Arid,33.06,241,Cactus + Legumes
Arid,33.06,106.81,Cactus + Legumes
Arid,39.53,239.85,Millet + Sorghum
Arid,44.92,342.71,Cactus + Legumes
Arid,33.3,160.24,Quinoa + Amaranth
Arid,40.92,398.15,Date Palm + Olive
Arid,37.56,236.89,Cactus + Legumes
Arid,40.09,231.63,Cactus + Legumes
Arid,43.61,250.98,Quinoa + Amaranth
Arid,44.51,156.41,Millet + Sorghum
Arid,35.57,331.36,Millet + Sorghum
Arid,40.26,157.52,Quinoa + Amaranth
Arid,44.08,154.95,Quinoa + Amaranth
Arid,31.1,372.31,Millet + Sorghum
Arid,37.2,276.83,Cactus + Legumes
Arid,39.59,304.09,Cactus + Legumes
Arid,31.8,305.07,Millet + Sorghum
Arid,34.33,395.83,Cactus + Legumes
Arid,37.41,229.02,Date Palm + Olive
Arid,42.03,306.37,Date Palm + Olive
Arid,43.5,168.17,Quinoa + Amaranth
Arid,44.34,257.64,Cactus + Legumes
Arid,35.9,217.02,Millet + Sorghum
Arid,38.85,139.54,Cactus + Legumes
Arid,38.82,379.84,Quinoa + Amaranth
Arid,38.25,370.51,Millet + Sorghum
Arid,35.47,333.17,Millet + Sorghum
Arid,40.77,298.99,Millet + Sorghum
Arid,44.06,286.36,Cactus + Legumes
Arid,42.02,210.49,Cactus + Legumes
Arid,30.38,361.42,Millet + Sorghum
Arid,37.61,268.73,Quinoa + Amaranth
Arid,35.84,207.5,Millet + Sorghum
